class,cap-diameter,cap-shape,cap-color,stem-width
p,2.73,x,n,9.47
e,8.86,x,y,15.7
e,8.11,x,n,13.26
p,1.25,f,y,5.22
p,0.71,x,e,0.92
p,2.91,x,w,3.44
p,6.95,x,e,9.38
e,53.09,o,y,20.59
p,9.27,x,n,11.81
p,15.21,f,w,26.59
e,11.38,s,u,21.39
p,5.29,x,n,5.97
e,3.71,x,l,8.3
p,3.57,s,w,8.44
e,7.59,f,n,19.16
p,4.33,s,y,4.57
p,8.56,x,g,15.91
e,8.16,x,n,9.63
p,1.43,b,n,1.37
e,9.72,x,w,35.65
p,4.44,f,u,13.78
p,8.59,p,n,16.05
e,3.88,x,n,6.38
p,3.44,x,n,10.93
e,47.88,o,y,42.17
p,2.77,x,w,3.9
e,10.29,f,n,19.22
p,3.28,x,w,2.57
e,7.65,s,w,10.2
p,0.73,f,o,0.85
p,3.91,x,b,7
e,12.73,x,w,16.15
p,6.9,s,n,8.2
e,3.36,x,n,9.78
e,4.4,x,n,12.96
p,9.05,x,u,22.8
p,1.53,x,n,2.34
p,7.96,s,o,11.78
e,7.88,f,o,13.06
e,4.22,f,n,8.75
e,9.25,x,l,20.32
p,3.1,x,o,5.72
p,9.89,x,y,18.14
e,4.19,x,l,6.88
e,3.89,x,n,10.42
e,12.33,x,y,18.23
e,4.91,x,n,5.25
p,5.31,x,o,6.59
e,12.11,f,w,16.43
p,5.3,s,u,8.07
p,3.81,o,w,0
p,0.81,x,e,1.12
p,2.67,f,w,7.08
p,9.17,o,e,25.93
p,1.27,b,n,1.58
e,10.21,x,n,22.77
p,3.74,x,g,13.21
e,8.49,x,y,14.62
p,0.74,x,o,0.77
p,0.56,x,o,0.8
e,10.87,f,w,15.09
p,9.08,x,n,27.08
p,9.64,x,n,31.37
p,5.87,x,e,12.04
p,10.89,o,e,25.64
p,3.45,o,g,0
e,13.31,f,w,16.74
p,8.59,x,o,23.03
e,6.04,x,w,10.81
e,6.53,f,o,11.28
e,2.84,x,n,9.26
p,5.76,x,n,9.46
p,2.73,o,g,0
e,6.57,o,n,71.98
e,16.32,f,n,20.39
p,7.07,x,n,14.38
e,6.81,f,n,15.37
e,6.53,f,o,11.93
p,2.88,x,w,2.5
p,2.82,s,n,6.56
p,7.54,s,e,8.21
p,5.9,x,y,9.88
e,10.15,f,y,26.22
e,9.82,x,w,17.03
e,3.73,x,n,7.88
p,5.21,c,w,12.44
p,3.56,b,w,3.23
p,5.23,s,n,8.84
e,7.25,x,y,11.72
p,5.29,x,e,7.33
p,1.8,p,n,2.4
p,15.85,x,n,36.1
e,2.99,s,n,3.51
e,7,f,n,16.42
p,3.81,f,y,5.11
p,4.97,x,o,7.29
e,3.89,x,n,7.07
e,17.76,x,o,33.99
e,3.08,b,n,3.44
e,2.69,f,w,6.14
p,1.95,b,g,1.77
p,1.54,x,n,2.48
p,0.71,x,e,1.04
p,7.52,s,n,8.73
p,3.27,x,e,5.17
p,0.98,x,w,1.66
e,2.72,x,b,5.45
e,6.62,s,y,14.09
e,9.15,x,n,19.32
e,8.86,x,n,12.34
p,5.64,c,w,12.1
e,8.28,s,n,20.69
p,6.02,b,o,8.18
p,8.8,b,n,18.77
p,3.86,s,w,2.62
p,3.02,f,y,6.47
e,4.98,f,y,13.52
p,3.34,f,w,2.62
p,8.65,s,o,12.53
p,1.39,b,n,1.3
e,0.98,b,w,1.69
e,3.71,b,n,2.73
e,8.97,s,w,23.63
p,1.26,x,y,6
p,0.62,x,e,0.84
e,6.68,s,y,14.22
e,8.58,x,y,13.7
p,3.25,x,n,4.79
p,13.31,x,n,18.79
e,7.56,x,w,7.5
p,7.93,x,y,10.71
p,16.98,f,o,16.65
e,4.16,s,n,40.87
p,9.27,x,r,14.94
e,7.57,x,y,14.73
p,7.6,x,n,6.94
p,14.95,f,w,31.88
e,13.93,x,n,17.48
e,9.96,f,g,13.75
e,5.14,x,y,11.29
p,3.8,b,n,6.05
p,3.04,x,w,2.55
p,1.62,x,k,2.25
e,6.63,s,n,20.01
e,10.07,p,w,17.27
p,10.22,o,y,16.31
e,16.35,p,n,80.81
e,4.43,f,w,5.85
e,13.4,s,w,23.43
p,3.02,x,y,3.23
e,57.08,o,y,35.16
e,9.34,f,b,19.44
p,7.45,f,e,17.85
p,3.56,x,n,9.14
p,11.83,x,n,24.37
e,1.59,c,n,1.7
e,10.97,x,n,17.98
p,6.3,o,n,14.07
e,4.27,x,n,10.92
e,1,b,w,1.6
e,3.96,x,n,8.28
p,7.21,f,g,11.17
e,5.8,x,o,11.45
p,1.8,f,o,4.35
e,3.43,f,n,7.18
e,5.62,x,b,10.51
p,8.64,x,n,22.1
p,2.24,p,n,2.8
e,12.86,x,n,22.16
e,8.59,o,n,21.39
p,3.92,o,w,29.62
p,3.32,x,w,3.87
e,7.04,f,o,11.98
p,3.87,b,n,2.56
e,1.64,x,y,1.87
e,1.03,p,w,1.59
p,5.18,f,y,4.87
e,1.27,x,n,2.32
e,15.46,x,n,17.47
e,14.7,x,n,16.38
e,54.23,o,y,43.18
p,7.08,o,n,23.2
e,7.09,x,u,12.84
e,7.93,x,n,15.24
p,12.12,f,g,15.37
e,1.67,x,g,2.64
p,1.57,o,n,1.54
p,2.87,b,k,2.33
p,4.71,x,w,12.9
e,15.59,x,n,18.17
e,7.48,x,y,17.27
p,4.02,b,n,4.06
e,5.81,x,y,16.08
p,8.36,b,n,17.5
p,6.55,s,y,6.67
e,3,b,n,3.73
p,5.53,x,p,12.41
p,4.09,b,l,7.32
p,4.21,b,p,3.77
p,7.75,x,n,13.45
p,4.11,o,w,34.47
p,4.91,f,y,5.4
e,1,x,e,0.98
p,8.53,x,n,17.23
p,7.86,x,n,9.74
p,6.43,x,n,8.09
p,9.23,s,p,13.67
e,3,x,b,4.57
e,7.44,x,e,17.23
p,6.4,x,y,10.34
p,6.8,x,y,8.34
e,7.68,x,y,17.11
e,6.93,x,b,13.18
p,4.85,x,r,8.1
e,9.5,f,w,29.98
p,6.47,b,n,17.12
p,4.56,f,n,4.78
e,6.28,p,w,11.92
e,7.14,x,e,12.66
e,0.9,p,g,1.63
e,6.82,x,y,11.89
e,4.37,b,g,3.99
p,6.84,s,y,12.98
p,7.86,x,w,10.26
e,7.14,f,y,15.26
p,8.55,x,n,8.1
p,10.87,x,n,28.59
p,2.98,b,y,6.8
e,3.24,x,y,10.41
p,3.36,f,n,6.59
p,6.72,x,n,7.19
e,6.64,x,n,9.35
e,12.7,p,w,18.32
p,3.44,x,n,7.76
p,3.53,b,n,4.1
p,4.32,o,w,30.2
p,0.92,b,y,2.35
e,3.95,b,n,4.17
p,12.72,x,n,29.76
p,7.61,s,p,14.74
p,1.75,f,y,3.31
e,4.21,x,n,10.63
e,6.71,x,n,10.13
p,0.76,x,e,0.98
e,6.04,x,n,4.81
p,12.14,s,r,23.27
e,5.05,f,n,6.46
p,3.95,f,y,5.11
p,4.28,o,w,31.76
p,5.39,s,y,13.92
p,2.12,b,o,2.65
e,9.77,x,u,24.5
p,5.42,s,n,5.14
p,0.72,x,e,0.96
e,6.46,s,y,14.92
e,8.42,x,n,13.32
p,6.61,f,n,11.64
p,7.74,f,e,18.59
e,17.44,x,w,18.51
e,3.68,b,n,3.13
e,3.6,s,n,8.92
p,6.85,x,n,13.03
e,12.34,f,u,27.09
e,7.14,x,y,13.95
p,1.01,x,w,1.64
e,4.34,s,y,9.32
e,4.25,x,y,8.87
e,4.68,x,w,9.53
p,9.6,x,g,21.72
e,2.47,b,n,2.74
e,6.88,f,n,10.21
e,9.6,s,w,23.75
e,3.32,f,u,6.35
e,17.74,p,n,20.57
p,8.07,o,o,12.53
e,6.5,f,n,11.34
p,7.24,x,n,7.64
p,3.36,x,w,2.62
e,9.48,s,g,20.15
p,1.66,p,n,2.58
p,4.46,x,e,6.64
p,3.88,f,n,3.98
p,6.3,x,e,9.35
p,2.5,x,n,2.3
p,2.78,x,e,4.69
e,10.08,x,y,26.42
e,11.09,f,n,22.39
e,9.71,p,n,17.9
e,4.99,x,y,10.72
e,17.49,p,e,35.66
p,3.68,f,u,8.48
p,4.34,b,n,4.91
p,4.93,x,o,8.29
p,2.71,b,p,6.33
p,8.54,f,u,18.48
p,16.86,x,n,29.39
e,4.6,x,n,13.42
e,2.98,f,n,3.93
e,1.98,f,n,2.86
p,3.33,f,n,3.36
e,6.34,f,n,10.02
p,9.01,s,p,14.07
p,2.91,x,y,3.55
e,4.69,x,n,5.58
e,4.63,x,g,7.3
p,3.35,x,e,5.82
p,3.46,f,n,2.92
p,9.81,x,o,21.38
p,2.22,f,u,3.47
e,6.37,x,y,16.63
e,17.89,f,n,18.66
e,5.8,x,y,14.17
p,3.74,x,e,6.02
p,5.29,c,w,11.88
p,3.2,c,u,3.57
p,14.69,s,n,27.48
e,5.03,x,l,8.15
p,1.74,b,n,1.75
e,7.15,x,n,24.09
e,4.92,f,y,10
e,6.87,f,w,26.62
p,4.68,c,y,11.13
p,6.36,x,n,17.32
e,5.33,f,n,8.88
p,4.5,b,e,3.79
e,5.39,o,g,18.25
p,3.53,f,p,3.47
e,10.11,f,n,16.12
p,1.28,s,y,6.22
p,3.74,f,n,4.24
e,10.31,s,w,18.69
e,6.05,x,n,8.94
p,8.69,o,e,25.65
e,5.4,x,n,9.37
p,7.02,p,n,12.73
p,5.72,b,e,7.5
p,8.62,o,e,24.32
e,17.31,p,n,63.19
e,3.58,f,n,3.71
e,3.76,f,g,3.57
p,7.21,x,w,14.33
p,4.13,b,y,8
e,3.74,x,n,11.74
e,49.44,o,y,30.63
e,9.11,x,y,14.89
e,1.73,s,n,3.03
e,8.05,s,n,22.86
p,11.78,x,n,18.08
e,11.23,f,n,20.4
e,9.62,x,n,21.19
e,17.76,f,n,19.44
e,10.83,p,w,12.76
p,4.38,f,g,8.4
p,11.73,x,n,29.14
e,15.33,f,w,21.62
e,3.4,b,n,3.39
p,1.03,b,n,2.62
e,3.16,f,g,3.31
e,6.4,s,w,10.27
p,3.44,f,n,3.52
p,3.88,s,u,7.1
e,14.45,p,n,17.36
p,6.22,x,e,10.15
p,0.78,b,n,2.16
e,5.56,x,g,4.92
p,6.63,x,n,14.05
e,9.02,p,n,16.91
p,2.66,o,g,0
e,14.09,s,n,22.73
p,7,x,y,14.35
p,4.32,x,y,7.12
p,8.04,f,u,11.64
e,2.76,x,w,5.5
e,4.15,x,y,10.29
p,5.14,x,g,13.37
p,0.8,x,n,1.06
e,7.28,x,y,16.28
p,6.96,x,n,6.51
e,2.73,b,n,3.31
p,6.63,x,w,14
p,5.83,x,k,8.72
p,0.6,x,o,1.06
e,10.46,f,l,14.46
e,12.73,f,n,17.31
e,5.93,x,n,13.72
e,14.14,x,n,17.73
e,4.7,x,y,11.27
p,6.69,x,e,9.61
e,10.52,f,w,11.62
e,4.17,o,n,38.1
p,1.02,x,w,1.53
p,3.16,s,w,2.68
e,2.79,f,o,3.77
p,8.86,s,p,17.2
p,9.67,x,n,25.24
p,5.56,c,y,7.32
p,3.47,o,r,0
e,8.9,x,u,14.29
e,7.36,x,e,21.95
p,16.3,f,o,48.13
p,8.95,f,u,18.11
e,6.02,o,n,18.91
p,5.75,b,n,6.68
p,2.3,f,y,3.01
p,2.54,s,n,5.75
e,1.52,c,n,1.4
p,4.79,f,n,4.47
e,7.22,f,b,20.35
p,3.95,o,y,0
e,22.23,p,n,70.38
e,9.91,x,n,17.57
p,10.42,x,n,10.6
p,2.48,x,n,2.45
p,1.73,b,n,1.96
e,9.67,f,g,14.33
e,3.43,x,n,6.27
e,11.55,f,b,19.55
p,9.14,x,n,26.92
p,3.82,f,n,4.3
p,0.83,x,y,0.79
p,3.64,s,n,7.25
e,4.78,x,y,3.67
e,10.23,x,r,18.13
e,7.83,f,w,13.78
e,5.51,f,n,9.41
p,9.91,x,n,15.17
e,4.13,x,w,6.11
p,5.03,f,n,5.24
e,6.6,f,n,8.94
p,8.02,p,w,16.85
p,2.94,o,o,0
p,8.02,b,w,12.83
p,4.26,x,y,6.73
p,2.54,b,n,2.35
e,1.72,x,n,2.6
e,3.51,b,w,2.84
e,15.02,x,g,26.38
p,4.5,x,y,13.31
p,4.89,f,y,5.48
e,16.07,x,n,17.32
e,3.52,x,e,6
p,1.21,b,n,1.66
p,3.85,b,r,6.87
e,10.62,s,w,24.49
p,3.18,f,o,5.83
p,10.72,x,y,27.32
e,0.91,c,n,0.98
p,1.9,f,u,3.52
p,4.89,o,n,0
p,1.14,x,w,1.52
p,1.6,f,n,3.12
p,1.09,x,w,1.53
p,3.74,b,l,7.36
p,1.84,x,l,2.41
p,5.95,c,w,10.26
e,10.98,s,p,17.48
p,6.12,x,y,12.72
p,8.39,p,n,17.92
p,19.16,f,n,44.87
p,2.36,x,e,2.42
p,7.17,x,n,15.23
e,8.11,x,y,15.96
p,9.18,x,n,14.43
p,9.66,x,n,17.96
p,8.61,s,g,13.99
p,3.01,f,p,6.33
p,4.64,x,n,6.73
p,6.86,f,e,19.88
p,4.6,b,n,6.49
e,10.76,x,n,18.6
p,0.9,b,n,2.37
p,4.06,x,y,7.99
p,3.79,x,y,3.56
e,8.16,x,k,11.98
e,4.11,b,n,3.32
e,7.72,f,u,16.45
p,2.88,f,o,5.05
p,5.19,x,k,7.91
e,1.51,x,n,2.51
p,3.08,b,n,4.35
e,4.72,x,n,9.42
p,7.56,p,n,28.48
p,5.28,x,o,7.88
e,3.32,s,y,6.42
e,6.75,x,n,13.14
e,6.57,x,n,8.69
p,1.54,x,n,2.57
e,8.95,x,l,19.09
p,4.2,b,n,3.99
p,3.32,o,g,15.66
e,11.24,s,n,23.4
p,2.74,s,w,2.4
e,4.38,x,n,8.98
e,6.07,x,n,8.43
e,6.4,c,n,13.2
p,8.58,f,e,18.08
e,2.65,b,n,3.16
p,8.82,f,p,11.21
p,11.65,x,y,26.56
p,4.43,c,w,11.76
e,0.9,c,e,1.19
e,6.48,f,k,9.37
p,6.04,f,e,16.33
p,1.88,c,y,3.33
e,8.7,x,n,9.65
p,3.85,x,n,2.9
p,12.99,x,n,28.1
e,14.02,x,y,15.89
p,3.29,x,e,4.32
e,3.27,x,o,5.99
e,14.24,s,w,26.29
p,3.48,s,u,7.45
p,3.43,x,l,7.06
p,6.23,x,n,6.37
p,4.21,f,b,2.95
e,14.51,x,n,18.25
e,0.8,x,e,0.8
p,7.16,f,e,18.75
p,5.38,s,e,6.43
p,2.7,x,n,8.01
e,6.18,f,u,15.09
p,13.26,x,n,29.36
p,4.38,x,e,6.81
e,1.29,c,n,1.34
e,9.21,s,g,22.25
e,8.71,x,w,9.43
p,1.79,x,n,1.58
p,9.71,s,n,15.07
e,8.39,p,g,13.24
p,11.19,f,r,16.52
p,1.83,f,o,5.77
e,6.39,x,w,13.42
p,1.49,b,n,1.57
e,9.29,x,k,16.06
e,1.63,c,n,1.61
p,0.7,x,o,0.77
e,9.99,x,n,18.95
p,7.28,s,y,16.2
p,19.37,f,w,28.81
p,4.11,x,e,5.32
p,2.49,o,g,0
p,4.25,f,y,4.95
e,5.41,x,n,12.72
p,7.27,x,o,19.36
p,0.74,x,e,1.05
p,7.85,f,y,14.57
e,11.21,f,w,17.3
p,8.65,x,n,7.6
p,12.97,s,w,24.39
p,7.85,s,o,12.71
e,8.26,x,y,13.61
e,9.49,x,n,17.93
e,8.78,x,g,14.23
e,14.71,x,n,16.71
p,1.06,x,n,2.33
p,3.98,o,w,0
p,2.59,c,w,3.42
e,15,s,g,24.67
e,4,x,n,7.3
p,1.52,b,n,1.62
e,1.47,x,n,2.31
p,3.72,x,w,4.1
p,9.73,x,y,26.85
p,3.17,b,n,4.33
e,10.47,s,w,26.11
p,3.33,x,w,3.42
p,9.15,x,r,15.26
e,2.83,b,n,2.74
e,8.41,f,u,16.06
e,5.81,x,g,4.03
e,8.27,x,n,22.87
p,0.63,x,y,0.75
e,9.41,f,b,18.96
e,6.76,x,n,13.19
e,4.21,x,n,7.25
p,3.77,b,r,6.91
p,0.7,x,n,1
e,6.42,o,n,21.93
p,4.51,o,y,0
e,11.32,f,w,12.85
e,10.44,f,b,19.32
e,2.78,x,n,10.67
e,6.59,b,g,10.32
p,1.35,x,y,2.04
p,4.17,f,u,5.91
e,2.81,f,n,5.95
p,3.45,s,o,5.62
p,7.41,x,n,9.05
e,3.31,f,w,5.86
p,3.26,b,r,6.85
p,11.11,x,n,34.04
p,5.03,x,p,13.21
p,5.28,x,n,6.4
e,8.76,p,n,16.06
e,4.69,x,l,8.08
p,0.98,x,w,1.47
p,10.54,x,u,19.85
e,4.59,f,w,4.36
e,10.66,x,n,22.53
p,3.22,b,n,2.36
p,2.93,x,w,7.77
e,6.03,s,y,15.02
e,12.61,s,w,24.06
e,14.3,x,g,25
e,5.06,x,w,4.21
p,7.31,b,w,11.55
p,6.39,f,u,17.45
e,6.1,x,w,14.46
e,6.95,x,y,14.74
p,8.18,f,y,22.84
p,6.23,f,g,10.15
e,7.61,x,k,14.73
p,9.59,s,k,24.12
p,7.78,p,n,18.68
p,3.93,s,u,5.8
e,4.97,x,y,11.6
e,8.39,x,g,21.05
p,7.7,x,n,14.9
p,4.31,f,u,7.98
p,4,o,w,28.6
e,11.4,s,w,25.89
p,3.69,f,w,4.25
p,6.56,x,n,16.49
p,3.43,b,y,7.14
e,10.01,f,l,14.04
p,8.8,x,e,7.86
p,6.86,x,y,15.29
p,4.04,x,e,6.05
e,5.36,f,n,9.89
p,6.53,f,e,18.39
p,6.96,p,n,14.35
p,7.53,x,n,7.53
e,7.84,x,g,25.24
e,9.5,p,n,16.52
p,3.05,x,e,5.62
p,1.34,o,n,1.31
p,3.43,x,n,3.9
e,3.33,b,n,3.01
e,5.15,x,n,4.19
p,14.8,x,n,30.09
p,7.56,s,n,10.02
e,2.72,x,o,6.13
e,7.89,f,n,16.49
p,3.31,f,n,2.65
e,10.48,x,n,16.83
p,11.99,x,g,14.97
p,4,f,e,5.1
p,1.51,x,n,1.45
e,0.94,b,w,1.17
p,3.12,o,g,0
p,9.47,s,o,12.66
e,9.2,f,w,12
p,2.26,x,k,2.47
p,5.13,s,n,6.45
p,7.35,x,n,7.73
p,2.44,x,n,2.4
p,7.07,x,p,8.8
p,3.01,b,n,4.51
e,3.1,x,n,9.35
p,14.96,f,n,26.49
e,13.16,f,y,27.83
e,11.87,x,n,23.47
p,1.33,b,y,2.71
p,2.59,x,n,3.23
e,11.64,s,w,26.54
e,11.78,p,w,13.14
p,7.12,o,o,15.57
p,13.43,f,e,17.61
e,4,x,n,10.38
p,10.83,f,y,19.95
p,2.86,c,u,3.58
e,9.63,p,n,17.3
p,12.85,f,o,18.69
e,7.23,x,y,13.13
p,9.61,x,n,20.41
e,3.1,s,n,3.91
e,5.01,x,w,7.73
p,2.79,b,g,2.39
e,8.19,x,n,20.23
e,6.19,x,y,16.16
p,2.95,b,n,4.26
e,9.03,s,w,16.17
p,4.75,x,e,12.6
e,20.78,x,n,69.22
p,2.47,x,n,2.54
e,14.9,p,w,18.76
e,2.59,s,p,6.03
p,1.55,b,n,1.66
e,6.7,s,w,7.92
p,9.74,x,n,29.55
p,6.48,x,w,13.99
p,6.32,x,n,8.1
e,10.12,s,p,17
e,13.19,x,n,22.38
e,8.87,s,p,18.55
e,7.4,f,n,12.83
e,3.97,o,n,58.45
e,8.75,x,l,20.07
e,9.38,x,y,16.87
p,3.83,x,y,6.55
e,10.95,f,g,18.9
p,12.39,x,n,36.28
e,3.02,x,p,6.42
p,4.45,f,n,3.61
e,3.04,s,n,6.67
e,2.76,f,n,5.64
p,3.38,x,w,2.74
e,3.23,x,o,6.4
e,11.91,s,o,17.71
e,15.56,x,n,17.94
p,5.58,f,n,4.88
e,9.4,f,g,20.7
p,6.96,x,n,7.74
e,10.93,x,y,19.9
e,1.4,f,e,1.19
e,2.82,b,n,3.38
e,4.07,f,n,3.88
p,8.26,p,n,16.08
e,17.09,s,k,28.25
p,5.12,b,e,7.07
p,4.98,x,y,6.8
e,3.96,f,n,7.18
p,4.61,c,y,12.25
e,1.18,c,e,1.06
p,6.87,x,n,13.64
p,7.16,s,n,10.86
e,11.49,f,n,19.55
p,9.94,x,y,20.31
e,8.92,f,n,11.57
p,3.34,b,n,4.23
e,7.43,x,e,13.11
p,1.33,x,n,1.16
p,7.83,x,n,12.12
p,1.3,x,y,5.18
p,0.59,x,o,1.06
e,9.05,p,n,14.28
e,11.03,f,w,14.09
e,7.23,f,n,11.87
p,3.2,x,y,3.68
e,6.18,x,y,16.12
p,9.78,x,w,12.38
e,11.02,f,n,21.52
e,3.59,b,n,2.74
p,0.71,x,o,0.75
e,4.59,x,w,6.05
p,7.47,x,w,15.41
p,8.86,x,n,14.49
e,7.49,s,y,18.41
p,3.15,f,u,3.46
p,7.68,f,y,11.38
p,7.95,f,n,14.29
e,3.16,b,n,2.72
e,5.63,s,o,11.95
p,9.47,x,w,12.2
e,3.57,x,n,9.22
p,4.01,f,u,5.06
e,6.13,x,w,13.38
p,5.79,b,n,6.44
e,4.96,c,n,17.72
p,7.54,x,n,17.63
p,4.46,x,e,6.84
p,4.63,f,e,5.36
p,2.41,c,w,3.36
p,8.53,x,p,10.24
p,0.69,x,n,0.88
p,9.13,s,p,16.93
e,2.96,f,n,5.46
p,8.19,x,w,15.63
e,4.48,f,g,8.22
e,7.6,x,n,12.94
p,2.73,f,o,5.91
e,9.5,x,n,16.65
p,4.99,o,y,0
e,13.33,p,n,16.12
p,8.08,x,n,15.3
e,8.75,p,w,13.43
e,5.11,b,n,2.86
e,5.45,p,n,20.85
p,0.87,b,n,2.71
e,9.83,f,e,25.03
e,5.64,x,y,12.81
e,2.66,f,n,4.01
e,7.14,x,y,11.09
p,4.43,x,y,10.24
e,8.93,x,n,15.97
p,3.72,x,e,6.42
e,5.76,x,n,9.87
e,7.67,f,n,19.73
p,2.4,b,w,3.02
e,10.66,x,y,21.93
e,10.2,p,n,16.75
e,1.39,x,g,2.51
p,8.81,s,p,14.57
e,10.78,f,b,22.01
e,9.12,x,n,10.16
e,10.9,f,n,24.02
p,4.6,x,y,10.39
e,4.22,x,w,8.38
p,4.67,f,e,7.11
e,9.21,x,n,10.25
p,12.55,x,e,17.39
e,7.68,f,l,18.48
p,11.89,x,g,12.12
e,14.27,s,n,24.91
e,5.57,x,w,12.64
p,3.34,x,w,2.55
p,4.21,x,o,7.76
e,11.89,f,g,24.73
p,1.99,p,n,2.45
e,1.5,c,n,1.49
p,6.41,f,y,12.31
p,9.12,x,y,17.69
p,5.17,x,e,8.95
p,6.11,x,e,11.18
p,5.39,x,n,7.12
p,5.33,b,g,12.16
p,4.38,x,e,6.83
p,7.49,x,w,14.16
p,5.74,x,p,10.29
p,8.51,s,p,12.27
p,4.12,f,n,4.2
p,9.29,x,u,23.56
p,1.87,x,k,2.53
e,3.02,f,n,5.61
p,4.25,b,n,4.88
p,8.51,s,p,15.77
e,8.54,x,n,13.63
e,4.61,f,g,7.23
p,8.09,x,n,14.22
p,3.34,b,r,5.67
e,24.77,p,n,20.27
e,21.5,f,n,22.29
p,3.25,x,n,3.39
e,7.71,x,n,25.47
p,5.89,s,e,5.82
e,5.31,s,b,12.48
p,4.35,o,w,0
e,6.22,f,n,11.51
e,14.4,x,n,16.78
p,7.61,f,y,11.55
p,3.88,c,w,11.18
e,14.81,f,n,17.86
p,3.27,x,y,6.52
p,1.24,f,y,5.15
p,5.17,o,r,0
p,8.83,x,n,12.77
p,6.17,x,g,10.63
p,0.7,x,y,0.74
e,8.18,x,y,16.09
p,6.58,x,w,10.24
p,2.05,p,n,2.65
p,9.12,x,n,20.39
p,5.81,x,p,13.55
p,2.57,c,y,3.29
e,11.06,s,w,22.74
p,5.4,o,w,35.67
p,9.94,x,y,24.66
e,7.06,x,y,13.42
p,1.69,o,n,1.56
e,7.08,x,n,17.61
p,3.15,x,n,9.62
p,0.79,f,o,1.09
p,8.18,b,w,12.38
p,3.52,s,w,2.68
e,15.2,x,n,17.75
e,6.86,x,n,13.76
p,1.19,x,y,5.36
e,3.21,x,w,5.81
p,9.41,x,y,15.35
p,2.99,f,w,2.94
e,0.75,f,n,1
p,4.45,f,y,5.46
p,0.55,x,y,0.64
p,11.89,x,y,27.2
p,1.89,f,w,3.57
p,1.82,x,n,1.69
e,13.12,f,b,12.62
p,3.66,x,w,3.65
p,3.81,x,y,7.22
p,11.35,x,n,28.37
p,7.62,p,n,16.75
p,3.09,b,n,5.72
p,7.14,x,r,14.35
p,18.29,f,n,38.87
e,3.28,x,e,6.25
p,7.83,b,w,17.47
p,6.1,x,n,14.58
e,6.05,f,y,15.5
e,10.03,s,w,24.86
e,11.45,x,n,22.63
p,3.08,f,e,4.29
e,3.73,x,y,9.89
e,5.67,f,y,11.94
p,3.78,f,u,6.34
p,2.55,x,g,6.41
e,3.24,x,n,10.33
p,8.52,x,u,20.86
e,14.52,p,n,21.12
p,6.18,f,y,14.85
e,6.31,x,w,13.3
e,9.91,x,y,18
e,6.69,f,n,12.03
p,13.61,x,w,18.03
e,3.91,x,w,6.43
p,5.95,f,n,6.39
e,11.16,s,w,24.66
e,5.9,x,y,15.21
p,3.77,x,n,6.44
p,7.43,x,e,7.2
e,8.2,f,u,16.4
e,1.61,c,n,1.72
e,15.64,x,n,16.33
e,6.48,o,n,22.43
e,8.24,x,l,16
e,3.99,x,n,7.29
e,7.33,x,n,10.9
p,9.84,x,y,24.91
e,2.46,s,n,3.19
p,3.79,b,n,5.71
e,18.11,x,e,35.92
p,5.38,f,n,5.43
p,3.61,f,n,4.31
p,5.41,c,w,12.36
e,6.6,x,y,15.17
p,7.38,b,w,13.46
e,9.25,f,n,20.89
p,2.42,x,n,2.71
e,6.24,x,k,15.16
p,3.42,f,b,3.31
p,3.4,b,l,7.1
p,3.39,b,n,3.48
e,10.79,f,w,13.39
p,3.51,b,g,2.61
e,10.03,s,g,24.06
e,6.7,f,w,13.82
p,1.85,b,g,1.86
e,9.53,f,w,12.89
e,11.31,x,n,24.24
e,9.46,f,l,20.64
p,4.21,x,n,10.54
p,5.48,o,n,14.08
p,0.71,x,y,0.75
p,7.56,x,n,17.02
p,11.23,f,g,22.66
e,14.22,x,n,22.26
p,3.02,o,r,0
p,6.98,f,y,15.78
e,6.75,f,u,19.4
e,3.99,b,w,3.39
p,6.31,x,e,9.61
e,6.14,x,n,12.89
e,5.21,s,n,49.26
e,4.04,x,r,7.55
e,1.04,p,g,1.51
p,8.76,x,g,20.64
p,4.39,f,n,4.94
p,1.71,b,n,1.44
p,3.13,f,r,5.98
e,8.14,x,p,18.84
e,6.63,s,o,13.75
p,4.28,b,y,7.36
p,2.83,f,o,6.49
e,14.74,x,n,17.05
e,3.68,s,g,6.86
p,4.33,f,e,4.83
e,1.33,c,n,1.61
e,3.19,f,p,5.85
e,9.04,f,w,11.99
p,3.66,f,u,7.13
p,3.9,f,w,3.12
p,7.76,x,n,11.58
p,2.61,x,e,4.98
e,8.17,x,g,17.83
p,3.16,x,o,6.24
p,4.37,f,b,3.2
p,3.09,f,y,5.65
e,9.29,f,n,22.74
e,7.35,x,y,12.09
p,3.02,f,n,5.8
p,0.68,x,p,0.92
e,7.04,x,w,10.15
e,5.34,s,n,45.29
e,6.75,x,b,10.07
p,6.52,x,n,6.71
p,3.64,x,y,12.1
e,4.09,x,y,4.14
e,5.21,x,y,12.73
p,3.18,o,g,0
p,14.3,s,n,30.4
e,5.63,f,w,4.55
p,3.03,f,y,6.14
p,4.47,b,u,5.96
e,3.62,s,g,5.39
e,3.3,x,y,7.68
e,7.67,s,g,17.2
p,6.78,s,n,7.33
p,2.84,s,w,7.14
p,17.49,f,k,26.03
p,5.73,x,w,12.07
p,4.07,f,u,5.62
p,3.66,x,e,6.21
p,8.19,b,w,17.76
e,4.17,f,n,6.93
p,6.27,x,e,7.5
